(1),(2),(3a),(3b),(4),(5),(6),(7a),(7b),(8),(9a),(9b),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19 ADR),(19 RID),(20),(1) 
1482,"PERMANGANATER, UORGANISKE, N.O.S.",5.1,O2,II,5.1,"274
353
",1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1482
1483,"PEROKSIDER, UORGANISKE, N.O.S.",5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP2,T1,TP33,SGAN,TU3,"
AT","3
(E)",,,CV24,,CE11,50,1483
1483,"PEROKSIDER, UORGANISKE, N.O.S.",5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1483
1484,KALIUMBROMAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1484
1485,KALIUMKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1485
1486,KALIUMNITRAT,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1486
1487,KALIUMNITRAT OG NATRIUM­NITRITT BLANDING,5.1,O2,II,5.1,607,1 kg,E2,"P002
IBC08","
B4",MP10,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1487
1488,KALIUMNITRITT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP10,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1488
1489,KALIUMPERKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,S23,CE10,50,1489
1490,KALIUMPERMANGANAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1490
1491,KALIUMPEROKSID,5.1,O2,I,5.1,,0,E0,"P503
IBC06","
",MP2,,,,,,"1
(E)",V10,,CV24,S20,,55,1491
1492,KALIUMPERSULFAT,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1492
1493,SØLVNITRAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP10,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1493
1494,NATRIUMBROMAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1494
1495,NATRIUMKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
BK1
BK2",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1495
1496,NATRIUMKLORITT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1496
1498,NATRIUMNITRAT,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1498
1499,NATRIUMNITRAT OG KALIUM­NITRAT BLANDING,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1499
1500,NATRIUMNITRITT,5.1,OT2,III,"5.1
+6.1",,5 kg,E1,"P002
IBC08
R001","
B3",MP10,"T1
",TP33,SGAN,TU3,AT,"3
(E)",,,"CV24
CV28",,CE11,56,1500
1502,NATRIUMPERKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,S23,CE10,50,1502
1503,NATRIUMPERMANGANAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,"AT
","2
(E)",V11,,CV24,,CE10,50,1503
1504,NATRIUMPEROKSID,5.1,O2,I,5.1,,0,E0,"P503
IBC05","
",MP2,,,,,,"1
(E)",V10,,CV24,S20,,55,1504
1505,NATRIUMPERSULFAT,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1505
1506,STRONTIUMKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1506
1507,STRONTIUMNITRAT,5.1,O2,III,5.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,1507
1508,STRONTIUMPERKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,S23,CE10,50,1508
1509,STRONTIUMPEROKSID,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1509
1510,TETRANITROMETAN,6.1,TO1,I,"6.1
+5.1","354
609",0,E0,P602,,"MP8
MP17",,,L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",AT,"1
(B/D)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,665,1510
1511,UREAHYDROGENPEROKSID,5.1,OC2,III,"5.1
+8",,5 kg,E1,"P002
IBC08
R001","
B3",MP2,"T1
",TP33,SGAN,TU3,AT,"3
(E)",,,CV24,,CE11,58,1511
1512,SINKAMMONIUMNITRITT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP10,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1512
1513,SINKKLORAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP2,"T3
",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,1513
1514,SINKNITRAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC08","
B4",MP10,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1514
1515,SINKPERMANGANAT,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1515
1516,SINKPEROKSID,5.1,O2,II,5.1,,1 kg,E2,"P002
IBC06","
",MP2,"T3
",TP33,SGAN,TU3,AT,"2
(E)",V11,,CV24,,CE10,50,1516
1517,"ZIRKONIUMPIKRAMAT, FUKTET med ikke under 20 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP26,MP2,,,,,,"1
(B)",V1,,,S14,,40,1517
1541,"ACETONCYANHYDRIN, ­STABILISERT",6.1,T1,I,6.1,354,0,E0,P602,,"MP8
MP17",T20,"TP2
",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,669,1541
1544,"ALKALOIDER, I FAST FORM, N.O.S.. eller ALKALOIDSALTER, I FAST FORM, N.O.S..",6.1,T2,I,6.1,"43
274",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH,"TU15
TE19",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1544
1544,"ALKALOIDER, I FAST FORM, N.O.S.. eller ALKALOIDSALTER, I FAST FORM, N.O.S..",6.1,T2,II,6.1,"43
274",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1544
1544,"ALKALOIDER, I FAST FORM, N.O.S.. eller ALKALOIDSALTER, I FAST FORM, N.O.S..",6.1,T2,III,6.1,"43
274",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1544
1545,"ALLYLISOTIOCYANAT, ­STABILISERT",6.1,TF1,II,"6.1
+3","386
676",100 ml,E0,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",FL,"2
(D/E)","V8
(ADR)",,"CV13
CV28
CV31","S2
S4
S9
S19",CE5,639,1545
1546,AMMONIUMARSENAT,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1546
1547,ANILIN,6.1,T1,II,6.1,279,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1547
1548,ANILINHYDROKLORID,6.1,T2,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1548
1549,"ANTIMONFORBINDELSE, ­UORGANISK, I FAST FORM, N.O.S.",6.1,T5,III,6.1,"45
274
512",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1549
1550,ANTIMONLACTAT,6.1,T5,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1550
1551,ANTIMONKALIUMTARTARAT,6.1,T5,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1551
1553,"ARSENSYRE, FLYTENDE",6.1,T4,I,6.1,,0,E5,P001,,"MP8
MP17",T20,"TP2
TP7
",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1553
1554,"ARSENSYRE, I FAST FORM",6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1554
1555,ARSENBROMID,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1555
1556,"ARSENFORBINDELSE, FLYTENDE, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T4,III,6.1,"43
274",5 L,E1,"P001
IBC03
LP01
R001",,MP19,T7,"TP2
TP28",L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1556
1556,"ARSENFORBINDELSE, FLYTENDE, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T4,II,6.1,"43
274",100 ml,E4,"P001
IBC02",,MP15,T11,"TP2
TP27",L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1556
1556,"ARSENFORBINDELSE, FLYTENDE, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T4,I,6.1,"43
274",0,E5,P001,,"MP8
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1556
1557,"ARSENFORBINDELSE, I FAST FORM, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T5,I,6.1,"43
274",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH L10CH,"TU15
TE19
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1557
1557,"ARSENFORBINDELSE, I FAST FORM, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T5,II,6.1,"43
274",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1557
1557,"ARSENFORBINDELSE, I FAST FORM, N.O.S., uorganisk, inklusive arsenater, n.o.s., arsenitter, n.o.s. og arsensulfider, n.o.s.",6.1,T5,III,6.1,"43
274",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1557
1558,ARSEN,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1558
1559,ARSENPENTOKSID,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1559
1560,ARSENTRIKLORID,6.1,T4,I,6.1,,0,E0,P602,,"MP8
MP17",T14,TP2,L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1560
1561,ARSENTRIOKSID,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1561
1562,ARSENSTØV,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1562
1564,"BARIUMFORBINDELSE, N.O.S",6.1,T5,II,6.1,"177
274
513
587",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1564
1564,"BARIUMFORBINDELSE, N.O.S",6.1,T5,III,6.1,"177
274
513
587",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1564
1565,BARIUMCYANID,6.1,T5,I,6.1,,0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH,"TU15
TE19",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1565
1566,"BERYLLIUMFORBINDELSE, N.O.S",6.1,T5,II,6.1,"274
514",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1566
1566,"BERYLLIUMFORBINDELSE, N.O.S",6.1,T5,III,6.1,"274
514",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1566
1567,BERYLLIUMPULVER,6.1,TF3,II,"6.1
+4.1",,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,64,1567
1569,BROMACETON,6.1,TF1,II,"6.1
+3",,0,E0,P602,,MP15,T20,TP2,L4BH,"TU15
TE19",FL,"2
(D/E)",,,"CV13
CV28
CV31","S2
S9
S19",CE5,63,1569
1570,BRUCIN,6.1,T2,I,6.1,43,0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1570
1571,"BARIUMAZID, FUKTET med ikke under 50 masseprosent vann",4.1,DT,I,"4.1
+6.1","28
568",0,E0,P406,,MP2,,,,,,"1
(B)",V1,,CV28,S14,,46,1571
1572,KAKODYLSYRE,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1572
1573,KALSIUMARSENAT,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1573
1574,"KALSIUMARSENAT OG KALSIUM­ARSENITT BLANDING, I FAST FORM",6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1574
1575,KALSIUMCYANID,6.1,T5,I,6.1,,0,E5,"P002
IBC07",,MP18,T6,TP33,S10AH,"TU15
TE19",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1575
1577,"KLORDINITROBENZENER, ­FLYTENDE",6.1,T1,II,6.1,279,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1577
1578,"KLORNITROBENZENER, I FAST FORM
",6.1,T2,II,6.1,279,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE5,60,1578
1579,"4-KLOR-o-TOLUIDINHYDRO­KLORID, I FAST FORM",6.1,T2,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1579
1580,KLORPIKRIN,6.1,T1,I,6.1,"
354",0,E0,P601,,"MP8
MP17",T22,"TP2
",L15CH,"TU14
TU15
TE19
TE21
TU38
TE22
TE25",AT,"1
(C/D)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1580
1581,KLORPIKRIN OG METYLBROMID BLANDING med over 2 % klorpikrin,2,2T,,"2.3
(+13)",,0,E0,P200,,MP9,T50 (M),,PxBH(M),"TE25
TU38
TE22
TM6
TA4
TT9",AT,"1
(C/D)",,,"CV9
CV10
CV36",S14,,26,1581
1582,KLORPIKRIN OG METYLKLORID BLANDING,2,2T,,"2.3
(+13)",,0,E0,P200,,MP9,T50 (M),,PxBH(M),"TE25
TU38
TE22
TM6
TA4
TT9",AT,"1
(C/D)",,,"CV9
CV10
CV36",S14,,26,1582
1583,"KLORPIKRINBLANDING, N.O.S.",6.1,T1,III,6.1,"274
515",5 L,E0,"P001
IBC03
LP01
R001",,MP19,,,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1583
1583,"KLORPIKRINBLANDING, N.O.S.",6.1,T1,I,6.1,"274
315
515",0,E0,P602,,"MP8
MP17",,,L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1583
1583,"KLORPIKRINBLANDING, N.O.S.",6.1,T1,II,6.1,"274
515",100 ml,E0,"P001
IBC02",,MP15,,,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1583
1585,KOBBERACETARSENITT,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1585
1586,KOBBERARSENITT,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1586
1587,KOBBERCYANID,6.1,T5,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1587
1588,"CYANIDER, UORGANISKE, I FAST FORM, N.O.S..",6.1,T5,I,6.1,"47
274",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH,"TU15
TE19",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",CE13,66,1588
1588,"CYANIDER, UORGANISKE, I FAST FORM, N.O.S..",6.1,T5,II,6.1,"47
274",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1588
1588,"CYANIDER, UORGANISKE, I FAST FORM, N.O.S..",6.1,T5,III,6.1,"47
274",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,1588
1589,"CYANOGENKLORID, STABILISERT",2,2TC,,"2.3
+8","386
676",0,E0,P200,,MP9,,,,,,"1
(D)","V8
(ADR)",,"CV9
CV10
CV36","S4
S14",,268,1589
1590,"DIKLORANILINER, FLYTENDE",6.1,T1,II,6.1,279,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1590
1591,o-DIKLORBENZEN,6.1,T1,III,6.1,279,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T4,TP1,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1591
1593,DIKLORMETAN,6.1,T1,III,6.1,516,5 L,E1,"P001
IBC03
LP01
R001","
B8",MP19,T7,TP2,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1593
1594,DIETYLSULFAT,6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1594
1595,DIMETYLSULFAT,6.1,TC1,I,"6.1
+8",354,0,E0,P602,,"MP8
MP17",T20,TP2,L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,668,1595
1596,DINITROANILINER,6.1,T2,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1596
1597,"DINITROBENZENER, FLYTENDE",6.1,T1,III,6.1,,5 L,E1,"P001
IBC03 LP01
R001",,MP19,T7,TP2,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1597
1597,"DINITROBENZENER, FLYTENDE",6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1597
1598,DINITRO-o-KRESOL,6.1,T2,II,6.1,43,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,"SGAH
L4BH","TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1598
1599,DINITROFENOL LØSNING,6.1,T1,III,6.1,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T4,TP1,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1599
1599,DINITROFENOL LØSNING,6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,1599
1600,"DINITROTOLUENER, SMELTET",6.1,T1,II,6.1,,0,E0,,,,T7,TP3,L4BH,"TU15
TE19",AT,"0
(D/E)",,,"CV13
CV31","S9
S19",,60,1600
1601,"DESINFEKSJONSMIDDEL,
 
I FAST FORM, GIFTIG, N.O.S",6.1,T2,I,6.1,274,0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH L10CH,"TU15
TE19
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1601
1601,"DESINFEKSJONSMIDDEL,
 
I FAST FORM, GIFTIG, N.O.S",6.1,T2,II,6.1,274,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,1601
1601,"DESINFEKSJONSMIDDEL,
 
I FAST FORM, GIFTIG, N.O.S",6.1,T2,III,6.1,274,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,"CE11
",60,1601
1602,"FARGESTOFF, FLYTENDE, GIFTIG, N.O.S. eller FARGESTOFF, FLYTENDE HALVFABRIKAT, GIFTIG, N.O.S",6.1,T1,III,6.1,274,5 L,E1,"P001
IBC03
LP01
R001",,MP19,,,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,1602
1602,"FARGESTOFF, FLYTENDE, GIFTIG, N.O.S. eller FARGESTOFF, FLYTENDE HALVFABRIKAT, GIFTIG, N.O.S",6.1,T1,I,6.1,274,0,E5,P001,,"MP8
MP17",,,L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,1602
